sid,underlying_sid,root,symbol,name,mktdata_type,asset_class,instrument_type,mult,tick_size,start_date,end_date,auto_close_date,exchange_name,calendar_name,ccy,ccy_pair,base_ccy,quote_ccy,expiry_date,notice_date
910,-1,,VNO,VORNADO REALTY TRUST,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
911,-1,,VRSN,VERISIGN INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
912,-1,,VZ,VERIZON COMMUNICATIONS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
913,-1,,WAG,WAG,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
914,-1,,WAT,WATERS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
915,-1,,WB,WEIBO CORP (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
916,-1,,WEN,WENDY'S CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
917,-1,,WFC,WELLS FARGO & COMPANY,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
918,-1,,WFMI,WFMI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
919,-1,,WFT,WEATHERFORD INTERNATIONAL PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
920,-1,,WHR,WHIRLPOOL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
921,-1,,WIN,"WINDSTREAM HOLDINGS, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
922,-1,,WLP,WLP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
923,-1,,WM,WASTE MANAGEMENT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
924,-1,,WMB,WILLIAMS COMPANIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
925,-1,,WMI,WMI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
926,-1,,WMT,WALMART INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
927,-1,,WPI,WPI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
928,-1,,WU,WESTERN UNION CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
929,-1,,WWY,WRIGLEY WM JR CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
930,-1,,WY,WEYERHAEUSER CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
931,-1,,WYE,WYETH,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
932,-1,,WYN,WYNDHAM WORLDWIDE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
933,-1,,X,UNITED STATES STEEL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
934,-1,,XEL,XCEL ENERGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
935,-1,,XL,XL GROUP LTD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
936,-1,,XLNX,XILINX INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
937,-1,,XOM,EXXON MOBIL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
938,-1,,XRX,XEROX CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
939,-1,,XTO,XTO ENERGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
940,-1,,YHOO,YHOO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
941,-1,,YUM,YUM BRANDS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
942,-1,,ZION,ZIONS BANCORPORATION,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
943,-1,,ZMH,ZMH,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
944,-1,,USD/BASKET,USD Broad Basket,0,1,0,1,0.0001,,,,FRED,TWENTYFOURSEVEN,BASKET,USD/BASKET,USD,BASKET,,
945,-1,,EUR/USD,EUR vs USD,0,1,0,1,0.0001,,,,FXCM,TWENTYFOURSEVEN,USD,EUR/USD,EUR,USD,,
946,-1,,GBP/USD,GBP vs USD,0,1,0,1,0.0001,,,,FXCM,TWENTYFOURSEVEN,USD,GBP/USD,GBP,USD,,
